ASPECT RATIOS FOR JACOBIAN
9.367298746493383 #492, triangle 164
5.867906767348129 #493, triangle 165
1.8630246386437548 #494, triangle 165
2.056101430718679 #495, triangle 165
8.462560975609737 #496, triangle 166
17.512894736841595 #497, triangle 166
2.6967844727694286 #498, triangle 166
4.384299443601476 #499, triangle 167
10.244062438253483 #500, triangle 167
1.3622158038954328 #501, triangle 167
2.1092599041062567 #502, triangle 168
6.777200445370667 #503, triangle 168
14.614107033012127 #504, triangle 168
1.43851006405879 #505, triangle 169
2.2991025624374917 #506, triangle 169
6.551028014162392 #507, triangle 169
8.152859582476617 #508, triangle 170
1.0774362387680407 #509, triangle 170
3.0935224466535884 #510, triangle 170
1.8102087692167719 #511, triangle 171
5.714542792655386 #512, triangle 171
1.7475252542315591 #513, triangle 171
1.727685325264749 #514, triangle 172
1.7976791120080675 #515, triangle 172
5.128361858190611 #516, triangle 172
-0.3448875770882845 #517, triangle 173
2.574587898023936 #518, triangle 173
1.5314062327937503 #519, triangle 173
1.2992237561865028 #520, triangle 174
3.689141833994092 #521, triangle 174
2.1930712647314836 #522, triangle 174
3.0879306316363566 #523, triangle 175
2.7893612078977963 #524, triangle 175
1.0110382182419049 #525, triangle 175
2.784023082175172 #526, triangle 176
1.0219322705332565 #527, triangle 176
3.171346658807136 #528, triangle 176
2.99896587383662 #529, triangle 177
1.0052191971727056 #530, triangle 177
2.8584522747546783 #531, triangle 177
3.967250283411004 #532, triangle 178
1.1061807932353598 #533, triangle 178
2.584906960716733 #534, triangle 178
2.5931406285845253 #535, triangle 179
3.831796294784926 #536, triangle 179
1.0922044371054935 #537, triangle 179
1.364515749882469 #538, triangle 180
2.287239111788815 #539, triangle 180
3.5656022845275315 #540, triangle 180
1.0386453455388156 #541, triangle 181
95.66005176878326 #542, triangle 181
2.746156218335615 #543, triangle 181
49.1934497816661 #544, triangle 182
2.4889122693428263 #545, triangle 182
1.065768219832735 #546, triangle 182
-0.03406870002961057 #547, triangle 183
2.809280869446238 #548, triangle 183
1.057265312916114 #549, triangle 183
-0.014221581685053301 #550, triangle 184
2.6786446575399236 #551, triangle 184
1.0634740902353914 #552, triangle 184
1.251840942562586 #553, triangle 185
1.1239193083573324 #554, triangle 185
1.1501182033096764 #555, triangle 185
2.692988621151278 #556, triangle 186
1.0771654954557974 #557, triangle 186
-0.018906073576135562 #558, triangle 186
2.756947945294569 #559, triangle 187
3.8031035083137623 #560, triangle 187
1.073763912861271 #561, triangle 187
1.7528568661630555 #562, triangle 188
3.2331070158423176 #563, triangle 188
1.0838007736943958 #564, triangle 188
2.5431255903358974 #565, triangle 189
1.4478945895149415 #566, triangle 189
1.6891271846161866 #567, triangle 189
5.419244823386087 #568, triangle 190
6.850661214546781 #569, triangle 190
4.2986253697581365 #570, triangle 190
1.2107298408434135 #571, triangle 191
2.5721507448153123 #572, triangle 191
1.5364104450165488 #573, triangle 191
1.6777091521616732 #574, triangle 192
2.963189448441095 #575, triangle 192
1.3715210355987177 #576, triangle 192
1.428662156564964 #577, triangle 193
4.8494788219722285 #578, triangle 193
2.570047609190645 #579, triangle 193
7.4072431939666865 #580, triangle 194
5.247534125263392 #581, triangle 194
3.6841494418039487 #582, triangle 194
6.046004746835431 #583, triangle 195
4.891202531645592 #584, triangle 195
3.9456012658228015 #585, triangle 195
1.3133257532688984 #586, triangle 196
24.98686244203983 #587, triangle 196
3.3325199323508166 #588, triangle 196
1.7053253362413665 #589, triangle 197
2.4934290383935234 #590, triangle 197
5.877223069105682 #591, triangle 197
1.1928373893805118 #592, triangle 198
1.4965828796478338 #593, triangle 198
2.6850656576897913 #594, triangle 198
7.216474133601195 #595, triangle 199
6.338512631953439 #596, triangle 199
6.430436404326706 #597, triangle 199
1.1200135247287364 #598, triangle 200
1.2614886384926298 #599, triangle 200
1.1953248519536432 #600, triangle 200
1.0185926100258795 #601, triangle 201
2.035552457302222 #602, triangle 201
1.870085995086003 #603, triangle 201
-0.615652329109403 #604, triangle 202
2.088122201738198 #605, triangle 202
1.0777574431995713 #606, triangle 202
4.342945929148569 #607, triangle 203
1.7519716703679349 #608, triangle 203
25.959412507897195 #609, triangle 203
1.4428567536112298 #610, triangle 204
1.8829716079716166 #611, triangle 204
3.087059902025373 #612, triangle 204
3.1747301526473697 #613, triangle 205
2.422389111888 #614, triangle 205
3.98712343665035 #615, triangle 205
4.567070567760107 #616, triangle 206
7.9674085443845435 #617, triangle 206
6.1484525396119345 #618, triangle 206
26.490783410145784 #619, triangle 207
1.0179869297013293 #620, triangle 207
1.9530537830446602 #621, triangle 207
1.0087901599470364 #622, triangle 208
-0.2542805240984839 #623, triangle 208
3.740794967734871 #624, triangle 208
3.84778247734135 #625, triangle 209
1.6455135884986474 #626, triangle 209
2.2032260538357265 #627, triangle 209
1.9431462919392655 #628, triangle 210
3.768280169529448 #629, triangle 210
2.7045175378735826 #630, triangle 210
2.333676160337533 #631, triangle 211
1.1720639943741171 #632, triangle 211
5.030168776371379 #633, triangle 211
2.225513031112829 #634, triangle 212
3.5625729752680035 #635, triangle 212
1.6153837106733318 #636, triangle 212
1.604820837530582 #637, triangle 213
3.898322947214103 #638, triangle 213
2.559356402909398 #639, triangle 213
1.643161206736996 #640, triangle 214
2.5550747442958324 #641, triangle 214
6.11896745230078 #642, triangle 214
2.6261396534589254 #643, triangle 215
5.49769246635389 #644, triangle 215
1.6641114005790456 #645, triangle 215
1.8552442348113773 #646, triangle 216
2.240376479536052 #647, triangle 216
6.362427031881481 #648, triangle 216
-0.06029038555392935 #649, triangle 217
6.4077934258096265 #650, triangle 217
1.7764087029494229 #651, triangle 217
1.4728990954376229 #652, triangle 218
-0.057301780348712035 #653, triangle 218
5.06570668415142 #654, triangle 218
6.1380662455620305 #655, triangle 219
1.6574419000434903 #656, triangle 219
2.5254217071061795 #657, triangle 219
4.819806739097768 #658, triangle 220
1.2944006149446465 #659, triangle 220
-0.08854717291867076 #660, triangle 220
1.85377377955681 #661, triangle 221
5.247463451003234 #662, triangle 221
1.7623520595379583 #663, triangle 221
23.275374806135666 #664, triangle 222
2.8058512196550875 #665, triangle 222
1.0937414619041537 #666, triangle 222
15.048608426748842 #667, triangle 223
4.01406646525684 #668, triangle 223
1.7539693549404307 #669, triangle 223
1.5370333199518276 #670, triangle 224
3.2754275427542168 #671, triangle 224
1.3294374762447743 #672, triangle 224
1.7573245896595173 #673, triangle 225
1.3736473687205812 #674, triangle 225
2.0173263879216696 #675, triangle 225
1.8634522078643387 #676, triangle 226
7.937703050179326 #677, triangle 226
2.205086273769835 #678, triangle 226
3.824741211437953 #679, triangle 227
1.278409320765379 #680, triangle 227
1.8407821229050243 #681, triangle 227
1.5481093795942398 #682, triangle 228
10.006362175194145 #683, triangle 228
3.3553762870184114 #684, triangle 228
2.6816129927117767 #685, triangle 229
4.666604121179036 #686, triangle 229
8.231226442447126 #687, triangle 229
5.258993165944872 #688, triangle 230
1.3785877338611823 #689, triangle 230
-0.09513076959196207 #690, triangle 230
7.000648375648284 #691, triangle 231
5.223135434796603 #692, triangle 231
9.307809013833124 #693, triangle 231
2.6203402099167357 #694, triangle 232
2.2293561619404456 #695, triangle 232
1.6473879960419224 #696, triangle 232
3.964241164241124 #697, triangle 233
2.551469367424884 #698, triangle 233
1.5883670140712687 #699, triangle 233
1.6607990506329169 #700, triangle 234
1.291518987341763 #701, triangle 234
1.4919303797468564 #702, triangle 234
1.4730063291138826 #703, triangle 235
1.6371202531645488 #704, triangle 235
1.7061708860760045 #705, triangle 235
2.5692218495050505 #706, triangle 236
2.895786240074105 #707, triangle 236
2.0616934899231576 #708, triangle 236
2.4253828750435824 #709, triangle 237
1.7607030978071474 #710, triangle 237
1.3008005569091246 #711, triangle 237
3.0557184750733386 #712, triangle 238
2.7807322792949796 #713, triangle 238
2.345313776325598 #714, triangle 238
1.8398120758656822 #715, triangle 239
2.0736036192796106 #716, triangle 239
1.5804071689577253 #717, triangle 239
1.156407806742222 #718, triangle 240
1.4353334820432346 #719, triangle 240
1.1023982945461068 #720, triangle 240
2.192606909881681 #721, triangle 241
1.6853809462420681 #722, triangle 241
1.2131268631123664 #723, triangle 241
1.1559906095413783 #724, triangle 242
2.676986778337177 #725, triangle 242
1.790103011760749 #726, triangle 242
1.9649128164412386 #727, triangle 243
2.452451000704388 #728, triangle 243
1.5080137062009664 #729, triangle 243
2.5214878546908492 #730, triangle 244
1.1408540080242204 #731, triangle 244
1.6376155046201746 #732, triangle 244
1.5277818804832928 #733, triangle 245
1.2459621993127332 #734, triangle 245
2.714126559714819 #735, triangle 245
4.19769662921342 #736, triangle 246
1.3532256826266338 #737, triangle 246
1.544449339207044 #738, triangle 246
2.0682868286829215 #739, triangle 247
1.1556036649012265 #740, triangle 247
2.702182450267105 #741, triangle 247
4.49410304158914 #742, triangle 248
1.7738044557967496 #743, triangle 248
1.084237779618888 #744, triangle 248
1.350201646317867 #745, triangle 249
-0.03845962568174994 #746, triangle 249
1.7276827830188466 #747, triangle 249
3.81730816376561 #748, triangle 250
3.7123849372385203 #749, triangle 250
4.360805056103797 #750, triangle 250
1.0343779890845743 #751, triangle 251
2.834887218045113 #752, triangle 251
1.709932279909723 #753, triangle 251
1.079156094539779 #754, triangle 252
1.6735701041220834 #755, triangle 252
2.8712392173363948 #756, triangle 252
3.16984693426134 #757, triangle 253
4.453924171853984 #758, triangle 253
2.181835994905426 #759, triangle 253
2.0335633811124736 #760, triangle 254
1.2241818538114908 #761, triangle 254
3.377296073822595 #762, triangle 254
1.97194092827002 #763, triangle 255
1.8839895665134703 #764, triangle 255
2.9985766250197385 #765, triangle 255
2.2102478691094576 #766, triangle 256
3.1356357094405896 #767, triangle 256
4.251947938884808 #768, triangle 256
2.036679245282992 #769, triangle 257
3.416517055655224 #770, triangle 257
2.464638783269932 #771, triangle 257
2.1128918633321514 #772, triangle 258
1.8878061513029127 #773, triangle 258
2.0217565862424807 #774, triangle 258
2.251414020224784 #775, triangle 259
3.2326040224977284 #776, triangle 259
4.466273113985545 #777, triangle 259
2.3136152954809064 #778, triangle 260
3.5074961360123185 #779, triangle 260
1.0690243902439036 #780, triangle 260
1.6750195300763542 #781, triangle 261
1.2169709582821209 #782, triangle 261
5.247719035120645 #783, triangle 261
1.041551849166074 #784, triangle 262
4.577500766322788 #785, triangle 262
1.8536677948944817 #786, triangle 262
5.303576022639554 #787, triangle 263
8.774147600819097 #788, triangle 263
6.8863620889220885 #789, triangle 263
6.259742831680667 #790, triangle 264
