SKEWS FOR SHAPE PARAMETERS
1.570809394540982 #508, triangle 170
1.5708213102093176 #509, triangle 170
1.5708579303867412 #510, triangle 170
1.5708425368698071 #511, triangle 171
1.5708058351638152 #512, triangle 171
1.570815220464384 #513, triangle 171
1.5708107440060082 #514, triangle 172
1.5708328326587937 #515, triangle 172
1.5708042746643411 #516, triangle 172
1.5707813776143666 #517, triangle 173
1.570806405475869 #518, triangle 173
1.5708371223885451 #519, triangle 173
1.5708285670303015 #520, triangle 174
1.5708040398382475 #521, triangle 174
1.5708081763271746 #522, triangle 174
1.5708040310740303 #523, triangle 175
1.5708057398288273 #524, triangle 175
1.5708244353777874 #525, triangle 175
1.5708069608839141 #526, triangle 176
1.5708259371661493 #527, triangle 176
1.5708037208094818 #528, triangle 176
1.570805664340758 #529, triangle 177
1.5708285037141296 #530, triangle 177
1.570806588813586 #531, triangle 177
1.570806506151086 #532, triangle 178
1.5708438262370585 #533, triangle 178
1.5708152157374256 #534, triangle 178
1.5708113488727098 #535, triangle 179
1.570804687208303 #536, triangle 179
1.5708345762839997 #537, triangle 179
1.5708240399342666 #538, triangle 180
1.5708051001635357 #539, triangle 180
1.5708044218288637 #540, triangle 180
1.570824579801461 #541, triangle 181
1.5707880468205615 #542, triangle 181
1.5708050497943828 #543, triangle 181
1.5707891814547836 #544, triangle 182
1.5708074126142024 #545, triangle 182
1.570826479706455 #546, triangle 182
1.5707855734846117 #547, triangle 183
1.5708117417716976 #548, triangle 183
1.5708389628676924 #549, triangle 183
1.5707879853725129 #550, triangle 184
1.570808872327192 #551, triangle 184
1.5708305113278738 #552, triangle 184
1.570796617182006 #553, triangle 185
1.5707967298015373 #554, triangle 185
1.5707972708611466 #555, triangle 185
1.570816738395115 #556, triangle 186
1.5708500823734555 #557, triangle 186
1.5707837996245908 #558, triangle 186
1.570818887436027 #559, triangle 187
1.5708105639515308 #560, triangle 187
1.5708562568170488 #561, triangle 187
1.5707942349995911 #562, triangle 188
1.5707947684026136 #563, triangle 188
1.5707946581963637 #564, triangle 188
1.5708027765359818 #565, triangle 189
1.5708036853663985 #566, triangle 189
1.5708214914850382 #567, triangle 189
1.5708057951466485 #568, triangle 190
1.5707894031719574 #569, triangle 190
1.5708232839795493 #570, triangle 190
1.570817664048926 #571, triangle 191
1.5707978937670928 #572, triangle 191
1.570805919197093 #573, triangle 191
1.5707946979474314 #574, triangle 192
1.5707942620749313 #575, triangle 192
1.5707938993420076 #576, triangle 192
1.570815462163745 #577, triangle 193
1.5707923405477073 #578, triangle 193
1.570803340598815 #579, triangle 193
1.570802687599414 #580, triangle 194
1.5707820859882955 #581, triangle 194
1.5707623741538137 #582, triangle 194
1.5708040585614194 #583, triangle 195
1.5707884231715563 #584, triangle 195
1.5707704292489162 #585, triangle 195
1.5708247292225654 #586, triangle 196
1.5707883122317021 #587, triangle 196
1.5708055853705651 #588, triangle 196
1.5710992096908887 #589, triangle 197
1.5708886876398283 #590, triangle 197
1.5708926082698458 #591, triangle 197
1.5707925874227524 #592, triangle 198
1.5707929200307023 #593, triangle 198
1.5707945954019191 #594, triangle 198
1.5708064472637249 #595, triangle 199
1.5707476002324554 #596, triangle 199
1.5707767561601453 #597, triangle 199
1.5708243582833552 #598, triangle 200
1.5708038699781746 #599, triangle 200
1.570802698326025 #600, triangle 200
1.5707876360510684 #601, triangle 201
1.5707916704546465 #602, triangle 201
1.5707872047262246 #603, triangle 201
1.5707981186893063 #604, triangle 202
1.5707936749003792 #605, triangle 202
1.5707941046010807 #606, triangle 202
1.5708072909332476 #607, triangle 203
1.5708356367852174 #608, triangle 203
1.570783249835207 #609, triangle 203
1.571040204064597 #610, triangle 204
1.5708752154443621 #611, triangle 204
1.5708615147435816 #612, triangle 204
1.5708040407590305 #613, triangle 205
1.5708361224254452 #614, triangle 205
1.5707815251440957 #615, triangle 205
1.5707677777855211 #616, triangle 206
1.5708083310138587 #617, triangle 206
1.5707910167540284 #618, triangle 206
1.5707976858433688 #619, triangle 207
1.5707939780613116 #620, triangle 207
1.5707939920822316 #621, triangle 207
1.5708067883482006 #622, triangle 208
1.5707910945717993 #623, triangle 208
1.5707971769340303 #624, triangle 208
1.5708077806691485 #625, triangle 209
1.5708296983170522 #626, triangle 209
1.570805237506586 #627, triangle 209
1.5707891133522316 #628, triangle 210
1.5707965774522317 #629, triangle 210
1.570792561713369 #630, triangle 210
1.5707894203400963 #631, triangle 211
1.57078514599928 #632, triangle 211
1.5707957903652021 #633, triangle 211
1.5708054913816694 #634, triangle 212
1.570809432046581 #635, triangle 212
1.5708330626081324 #636, triangle 212
1.570808877404034 #637, triangle 213
1.5707891324499295 #638, triangle 213
1.5707947507779938 #639, triangle 213
1.5710732772845482 #640, triangle 214
1.5708849765089017 #641, triangle 214
1.570880320050551 #642, triangle 214
1.5708705877125708 #643, triangle 215
1.5708832738126122 #644, triangle 215
1.5710553645477763 #645, triangle 215
1.5710761326878793 #646, triangle 216
1.570885232290682 #647, triangle 216
1.5708816855698613 #648, triangle 216
1.570712272239164 #649, triangle 217
1.5708676579901741 #650, triangle 217
1.5710458697488476 #651, triangle 217
1.5710421275020314 #652, triangle 218
1.5707216016217211 #653, triangle 218
1.5708745178677281 #654, triangle 218
1.5708775355674198 #655, triangle 219
1.5710646660175267 #656, triangle 219
1.57088237763077 #657, triangle 219
1.5708767999115112 #658, triangle 220
1.5710459016580691 #659, triangle 220
1.5707212937820745 #660, triangle 220
1.5709147723308141 #661, triangle 221
1.5708705770946212 #662, triangle 221
1.5711093810844319 #663, triangle 221
1.5707880046037126 #664, triangle 222
1.5708093060624195 #665, triangle 222
1.5708314665498189 #666, triangle 222
1.5707849742386237 #667, triangle 223
1.5708060778691486 #668, triangle 223
1.5708310759116362 #669, triangle 223
1.5707931777688184 #670, triangle 224
1.570794870092553 #671, triangle 224
1.5707928522634746 #672, triangle 224
1.5707979186171137 #673, triangle 225
1.5708248811872667 #674, triangle 225
1.5707874728129452 #675, triangle 225
1.5709122932740194 #676, triangle 226
1.5708930138593267 #677, triangle 226
1.571137498220543 #678, triangle 226
1.5707972699790616 #679, triangle 227
1.5707952492171293 #680, triangle 227
1.5707953605486484 #681, triangle 227
1.570828903505352 #682, triangle 228
1.5707873422915961 #683, triangle 228
1.570806939737692 #684, triangle 228
1.5707078136209547 #685, triangle 229
1.570757935788448 #686, triangle 229
1.5708116313009823 #687, triangle 229
1.5708796069847568 #688, triangle 230
1.571081882564227 #689, triangle 230
1.5707017897863929 #690, triangle 230
1.570813338945781 #691, triangle 231
1.5708436694752181 #692, triangle 231
1.5707842191551116 #693, triangle 231
1.570795145435513 #694, triangle 232
1.5707958814035354 #695, triangle 232
1.5707983219596795 #696, triangle 232
1.5707944658735338 #697, triangle 233
1.570796292468848 #698, triangle 233
1.5708000645010962 #699, triangle 233
1.5707962224584295 #700, triangle 234
1.5707981405579243 #701, triangle 234
1.570796769525947 #702, triangle 234
1.5707983514645407 #703, triangle 235
1.5707963668015026 #704, triangle 235
1.5707957598490354 #705, triangle 235
1.5707960150509417 #706, triangle 236
1.5707945068201015 #707, triangle 236
1.5707995574040285 #708, triangle 236
1.5707956896525859 #709, triangle 237
1.570794426654645 #710, triangle 237
1.5707935190469036 #711, triangle 237
1.570798872245315 #712, triangle 238
1.5707965397382282 #713, triangle 238
1.570791657131414 #714, triangle 238
1.5707968204669973 #715, triangle 239
1.570795766862619 #716, triangle 239
1.5707988007465459 #717, triangle 239
1.570797001998841 #718, triangle 240
1.5707968198261293 #719, triangle 240
1.5707973479411292 #720, triangle 240
1.5707959777509575 #721, triangle 241
1.5707971985910703 #722, triangle 241
1.5707991189500616 #723, triangle 241
1.5708011000653896 #724, triangle 242
1.5707957909413115 #725, triangle 242
1.5707981562005024 #726, triangle 242
1.5707975274694974 #727, triangle 243
1.5707955616573792 #728, triangle 243
1.5708004105492854 #729, triangle 243
1.570796830137275 #730, triangle 244
1.570801393950763 #731, triangle 244
1.5707985111665304 #732, triangle 244
1.5707986840638637 #733, triangle 245
1.570801418144591 #734, triangle 245
1.5707966741976136 #735, triangle 245
1.5707961621976692 #736, triangle 246
1.570800439410586 #737, triangle 246
1.570803430575723 #738, triangle 246
1.570794734593197 #739, triangle 247
1.5707941630824296 #740, triangle 247
1.570794647198525 #741, triangle 247
1.570795272455513 #742, triangle 248
1.5707974457235354 #743, triangle 248
1.5708006216396797 #744, triangle 248
1.5707916163390563 #745, triangle 249
1.5707981839471241 #746, triangle 249
1.5707908575814191 #747, triangle 249
1.5707373675468694 #748, triangle 250
1.5707588206554695 #749, triangle 250
1.5707912878546693 #750, triangle 250
1.5707950536853637 #751, triangle 251
1.5707949107933428 #752, triangle 251
1.5707946245709452 #753, triangle 251
1.570801604445435 #754, triangle 252
1.5707989475360251 #755, triangle 252
1.570796511969952 #756, triangle 252
1.5707998484002526 #757, triangle 253
1.5707926933237073 #758, triangle 253
1.5708087133723692 #759, triangle 253
1.5707919705320494 #760, triangle 254
1.5707902855817855 #761, triangle 254
1.5707950868027438 #762, triangle 254
1.5707981420902022 #763, triangle 255
1.5708067158534298 #764, triangle 255
1.5708005531063636 #765, triangle 255
1.5708079633195913 #766, triangle 256
1.5707987511530304 #767, triangle 256
1.5707921378125962 #768, triangle 256
1.5707938589249661 #769, triangle 257
1.570794756567341 #770, triangle 257
1.5707938017514937 #771, triangle 257
1.5707882380067855 #772, triangle 258
1.5708009423152438 #773, triangle 258
1.5707980632320493 #774, triangle 258
1.5708090096311174 #775, triangle 259
1.5707994621431969 #776, triangle 259
1.5707921556542994 #777, triangle 259
1.5708044660540286 #778, triangle 260
1.5707969960907646 #779, triangle 260
1.5708002336361189 #780, triangle 260
1.570798529294098 #781, triangle 261
1.5708027610421849 #782, triangle 261
