ASPECT RATIOS FOR SHAPE PARAMETERS
1.1260372641385767 #632, triangle 211
1.1200659506358865 #633, triangle 211
1.0564127318809486 #634, triangle 212
1.0520070161232922 #635, triangle 212
1.0907652505717502 #636, triangle 212
1.1364949634327473 #637, triangle 213
1.154330328246372 #638, triangle 213
1.0241158501814422 #639, triangle 213
1.097342814800039 #640, triangle 214
1.0586426202491859 #641, triangle 214
1.1269867699055947 #642, triangle 214
1.062436005293014 #643, triangle 215
1.043812275527759 #644, triangle 215
1.030112969118897 #645, triangle 215
1.0156560076636978 #646, triangle 216
1.0309910116476786 #647, triangle 216
1.0374052124125026 #648, triangle 216
1.00798939913926 #649, triangle 217
1.0388840036856164 #650, triangle 217
1.0378128491877625 #651, triangle 217
1.1530487851438056 #652, triangle 218
1.1320208307735633 #653, triangle 218
1.06079566239632 #654, triangle 218
1.124948128085044 #655, triangle 219
1.0593252164478297 #656, triangle 219
1.1467278816906676 #657, triangle 219
1.0385876427568739 #658, triangle 220
1.1008501020373718 #659, triangle 220
1.1083599575190495 #660, triangle 220
1.1581842372001439 #661, triangle 221
1.0620537661269276 #662, triangle 221
1.137708132631072 #663, triangle 221
1.0516133075508594 #664, triangle 222
1.0772969639793215 #665, triangle 222
1.1138347922426286 #666, triangle 222
1.1134325858664105 #667, triangle 223
1.010150945482496 #668, triangle 223
1.1205083442900363 #669, triangle 223
1.066092886828693 #670, triangle 224
1.113721833070289 #671, triangle 224
1.0676265693144436 #672, triangle 224
1.023885624805917 #673, triangle 225
1.0624248251316046 #674, triangle 225
1.0588735132501286 #675, triangle 225
1.0635806592834771 #676, triangle 226
1.0274411495278166 #677, triangle 226
1.055229223665839 #678, triangle 226
1.1366314098763703 #679, triangle 227
1.1335626682778306 #680, triangle 227
1.0440254394781696 #681, triangle 227
1.028711895668433 #682, triangle 228
1.1028912208028312 #683, triangle 228
1.1235230058436012 #684, triangle 228
1.0640659096531364 #685, triangle 229
1.145979820032671 #686, triangle 229
1.1166509538181477 #687, triangle 229
1.1426818090812596 #688, triangle 230
1.0251691268812249 #689, triangle 230
1.1613204139434792 #690, triangle 230
1.037696296535109 #691, triangle 231
1.0684718301027252 #692, triangle 231
1.0469125649397633 #693, triangle 231
1.0501531333826526 #694, triangle 232
1.198727739883071 #695, triangle 232
1.2344595145041055 #696, triangle 232
1.0474537364915677 #697, triangle 233
1.0326082933925786 #698, triangle 233
1.0682360280464775 #699, triangle 233
1.2068689175625364 #700, triangle 234
1.1222682475851977 #701, triangle 234
1.119143207340851 #702, triangle 234
1.0562233915431765 #703, triangle 235
1.099708417730311 #704, triangle 235
1.0625708998741592 #705, triangle 235
1.1880253878820364 #706, triangle 236
1.0070673605689993 #707, triangle 236
1.1830022941492755 #708, triangle 236
1.147826739876326 #709, triangle 237
1.1792251459932608 #710, triangle 237
1.0427567602221626 #711, triangle 237
1.2025067537251755 #712, triangle 238
1.1005925483833203 #713, triangle 238
1.1451745617593134 #714, triangle 238
1.06990003679708 #715, triangle 239
1.1638112249730934 #716, triangle 239
1.1340436874603637 #717, triangle 239
1.0268069322853473 #718, triangle 240
1.0173336623905285 #719, triangle 240
1.0201817361652639 #720, triangle 240
1.0669285890959197 #721, triangle 241
1.1195518192641516 #722, triangle 241
1.0721603836399258 #723, triangle 241
1.0297022448031306 #724, triangle 242
1.028618480876483 #725, triangle 242
1.0460016620467723 #726, triangle 242
1.0786525116819596 #727, triangle 243
1.0505743275379409 #728, triangle 243
1.1053211157896063 #729, triangle 243
1.0578778593406613 #730, triangle 244
1.1923010554959466 #731, triangle 244
1.150130645839376 #732, triangle 244
1.1891034112634715 #733, triangle 245
1.20323143778236 #734, triangle 245
1.0196494749671225 #735, triangle 245
1.1241494954832145 #736, triangle 246
1.0432683427575624 #737, triangle 246
1.1294263020147126 #738, triangle 246
1.090823054838193 #739, triangle 247
1.0999999260925974 #740, triangle 247
1.0139592013769325 #741, triangle 247
1.1743313030394726 #742, triangle 248
1.1027527814336437 #743, triangle 248
1.1002062433339441 #744, triangle 248
1.131083020788268 #745, triangle 249
1.0763422192626462 #746, triangle 249
1.0770101882282062 #747, triangle 249
1.0719866541124026 #748, triangle 250
1.1506914440070406 #749, triangle 250
1.0988685915013745 #750, triangle 250
1.079726549698692 #751, triangle 251
1.1593280418959424 #752, triangle 251
1.1019913483164407 #753, triangle 251
1.1136038983759298 #754, triangle 252
1.0472869827550464 #755, triangle 252
1.1480503791083891 #756, triangle 252
