ASPECT RATIOS FOR JACOBIAN
1.1089356948355653 #680, triangle 227
-0.7464810598219837 #681, triangle 227
1.015509266761427 #682, triangle 228
1.3285983119637044 #683, triangle 228
-0.9395982233642041 #684, triangle 228
1.3377955869559472 #685, triangle 229
1.7413788800654604 #686, triangle 229
-0.7438330992897277 #687, triangle 229
4.42381606812973 #688, triangle 230
1.0265972672883596 #689, triangle 230
-0.921439079399847 #690, triangle 230
1.255449125750765 #691, triangle 231
1.682142562154147 #692, triangle 231
-0.6311993264129648 #693, triangle 231
1.2442852420667234 #694, triangle 232
1.0838494932328333 #695, triangle 232
-0.6795210505101444 #696, triangle 232
1.1710506745847262 #697, triangle 233
1.5083527085660315 #698, triangle 233
-0.5576079910575147 #699, triangle 233
1.155683208825726 #700, triangle 234
1.2454052032536433 #701, triangle 234
-0.8933612548895691 #702, triangle 234
1.300146792284576 #703, triangle 235
1.7623951797676007 #704, triangle 235
-0.6977640358409466 #705, triangle 235
1.103276074341985 #706, triangle 236
1.0905461325337185 #707, triangle 236
-0.21334248667416075 #708, triangle 236
1.4256725074482608 #709, triangle 237
2.7034214758523034 #710, triangle 237
-0.9779539398088247 #711, triangle 237
1.1649382224560416 #712, triangle 238
1.2964624384720538 #713, triangle 238
-0.8761471795133693 #714, triangle 238
1.3319791751382257 #715, triangle 239
1.859809364870579 #716, triangle 239
-0.7711304364036331 #717, triangle 239
1.6736835812419801 #718, triangle 240
1.02290627917805 #719, triangle 240
-0.8664447090654364 #720, triangle 240
1.303226090162732 #721, triangle 241
1.076363433870778 #722, triangle 241
-0.7627108098832577 #723, triangle 241
1.173977930535463 #724, triangle 242
1.6062637235641395 #725, triangle 242
-0.5729578210872296 #726, triangle 242
1.0546573924912166 #727, triangle 243
1.3067534192006287 #728, triangle 243
-0.9396412618024648 #729, triangle 243
1.0075515251442875 #730, triangle 244
1.1190559021797373 #731, triangle 244
-0.6757469464453489 #732, triangle 244
1.0744522535140821 #733, triangle 245
1.042518264487662 #734, triangle 245
-0.9898451316265651 #735, triangle 245
1.099472537811366 #736, triangle 246
1.3244936343373321 #737, triangle 246
-0.9070218665394387 #738, triangle 246
1.314094575810641 #739, triangle 247
2.1060542626487555 #740, triangle 247
-0.7867962817115117 #741, triangle 247
1.1311939669513178 #742, triangle 248
1.268572641821021 #743, triangle 248
-0.9145970723935903 #744, triangle 248
1.0812173035847932 #745, triangle 249
1.215389761015751 #746, triangle 249
