ASPECT RATIOS FOR JACOBIAN
1.8595018182500778 #467, triangle 156
1.9740033907543884 #468, triangle 156
1.0251224163828732 #469, triangle 157
1.0338600967517373 #470, triangle 157
1.144857279011676 #471, triangle 157
1.42140870986875 #472, triangle 158
1.42965889925287 #473, triangle 158
1.643312133422119 #474, triangle 158
1.1276148652682743 #475, triangle 159
1.2505806474216519 #476, triangle 159
1.1863704467816638 #477, triangle 159
1.052303355179271 #478, triangle 160
1.0673972591174092 #479, triangle 160
1.0637337259195139 #480, triangle 160
1.098372935824423 #481, triangle 161
1.0220206419723947 #482, triangle 161
1.0370994492464105 #483, triangle 161
1.1723321690168973 #484, triangle 162
1.169034518546626 #485, triangle 162
1.0242076613670625 #486, triangle 162
1.1754433142860814 #487, triangle 163
1.1019141926913196 #488, triangle 163
1.0820011760239232 #489, triangle 163
1.256459872783905 #490, triangle 164
1.118793184650928 #491, triangle 164
1.6292990810531849 #492, triangle 164
1.0085329880776963 #493, triangle 165
1.1668776291828753 #494, triangle 165
1.0105532003948723 #495, triangle 165
1.0075152410324888 #496, triangle 166
1.0217871204249949 #497, triangle 166
1.1797579228366863 #498, triangle 166
1.2585096850460837 #499, triangle 167
1.0281577877265984 #500, triangle 167
1.0164454290150688 #501, triangle 167
1.0891904266079537 #502, triangle 168
1.0920146912210045 #503, triangle 168
1.0287493258124254 #504, triangle 168
1.1804292898153745 #505, triangle 169
1.079867667955363 #506, triangle 169
1.0606170144394238 #507, triangle 169
1.6736602827540341 #508, triangle 170
1.7329108877562764 #509, triangle 170
1.5808741537487112 #510, triangle 170
1.1784876618924123 #511, triangle 171
1.2404998553900952 #512, triangle 171
1.3535863759568942 #513, triangle 171
1.0982917379136772 #514, triangle 172
1.0928013107397654 #515, triangle 172
1.0048520981383764 #516, triangle 172
1.4208985430924366 #517, triangle 173
1.3984543283668502 #518, triangle 173
1.6489295440495095 #519, triangle 173
1.6663198561513326 #520, triangle 174
1.9747174857715277 #521, triangle 174
1.9127492382180342 #522, triangle 174
1.4293976169984295 #523, triangle 175
1.088304522447938 #524, triangle 175
1.666833218015188 #525, triangle 175
1.3250174035844826 #526, triangle 176
1.5032572265351303 #527, triangle 176
1.6161074900942394 #528, triangle 176
1.359786956339398 #529, triangle 177
1.4335961276355804 #530, triangle 177
1.2507352939516247 #531, triangle 177
1.242970462554887 #532, triangle 178
1.1138561304426033 #533, triangle 178
1.1359819909776456 #534, triangle 178
1.9457619394496257 #535, triangle 179
1.0662813772143684 #536, triangle 179
1.5004796693972258 #537, triangle 179
1.146789414189234 #538, triangle 180
1.2696074026351392 #539, triangle 180
1.6486918782599096 #540, triangle 180
1.819624489345098 #541, triangle 181
1.6935356556867265 #542, triangle 181
1.8260657612952087 #543, triangle 181
1.3734693919836551 #544, triangle 182
1.2216280768651764 #545, triangle 182
1.594684695614793 #546, triangle 182
1.1085872541285369 #547, triangle 183
1.2632219944083958 #548, triangle 183
1.0717226231708143 #549, triangle 183
1.137637164946761 #550, triangle 184
1.0515500493876968 #551, triangle 184
1.1670023310036342 #552, triangle 184
1.190682746898637 #553, triangle 185
1.1732804591925992 #554, triangle 185
1.3526569779130664 #555, triangle 185
1.1339805120615838 #556, triangle 186
1.5579198455959515 #557, triangle 186
1.1468439879213783 #558, triangle 186
1.193123120368253 #559, triangle 187
1.0948491865987489 #560, triangle 187
1.1894130604906017 #561, triangle 187
1.0725156725126437 #562, triangle 188
1.003185791801592 #563, triangle 188
1.0852466421555071 #564, triangle 188
2.178669522425575 #565, triangle 189
1.9524883210228954 #566, triangle 189
2.112572028535193 #567, triangle 189
1.1488725878408779 #568, triangle 190
1.0621627245321053 #569, triangle 190
1.186113630732197 #570, triangle 190
1.189949153184004 #571, triangle 191
1.03236825687271 #572, triangle 191
1.1861168956624735 #573, triangle 191
1.070076677556066 #574, triangle 192
1.114824778636012 #575, triangle 192
1.2454086035451846 #576, triangle 192
1.095412008580156 #577, triangle 193
